sp,sp_num,cell
alsebl,14,201
tri2tu,7,201
apeime,30,201
gar2in,62,201
calolo,45,201
guarsp,168,201
calolo,45,201
tet2pa,25,201
beilpe,9,201
swars2,139,201
socrex,182,201
quaras,3,201
faraoc,126,201
guatdu,71,201
hybapr,146,201
mourmy,158,201
cassel,95,201
hirttr,16,201
hybapr,146,201
beilpe,9,201
guatdu,71,201
tri2tu,7,201
tet2pa,25,201
hybapr,146,201
tet2pa,25,201
hybapr,146,201
hybapr,146,201
hybapr,146,201
laciag,163,201
faraoc,126,201
quaras,3,201
pourbi,143,201
unonpi,76,201
quaras,3,201
faraoc,126,201
hybapr,146,201
des2pa,157,201
pterro,73,201
calolo,45,201
hybapr,146,201
des2pa,157,201
tri2tu,7,201
sloate,13,201
gar2in,62,201
guargu,10,201
tachve,115,201
hybapr,146,201
des2pa,157,201
hybapr,146,201
socrex,182,201
pourbi,143,201
hassfl,96,201
poular,8,201
cordla,132,201
hybapr,146,201
socrex,182,201
hybapr,146,201
des2pa,157,201
hirttr,16,201
protpa,144,201
hybapr,146,201
faraoc,126,201
hirttr,16,201
tet2pa,25,201
faraoc,126,201
calolo,45,201
hybapr,146,201
tet2pa,25,201
poular,8,201
faraoc,126,201
faraoc,126,201
